Exit Trade Id,ticker,size,entry_date,entry_price,Entry Fees,exit_date,exit_price,Exit Fees,pnl,return_pct,Direction,Status,Position Id,exit_reason
274,CL,19.262756511891585,2024-04-26,87.46933761838827,0.0,2024-09-19,99.50587494450532,0.0,231.85688775928747,0.1376086484000843,Long,Closed,274,trailing_sma
367,NEE,21.33123006727029,2024-05-01,63.1900006698513,0.0,2024-06-18,65.65455766175212,0.0,52.57203220813608,0.03900232577583582,Long,Closed,367,trailing_sma
53,QCOM,6.412225287291125,2024-05-02,168.16881901028742,0.0,2024-07-17,192.01172976748464,0.0,152.88611527992566,0.1417796170391057,Long,Closed,53,trailing_sma
192,MS,9.585394978237707,2024-05-06,89.99828228173055,0.0,2024-06-27,91.35355019654641,0.0,12.990778264842561,0.015058819795841467,Long,Closed,192,trailing_sma
364,ECL,3.0600741699297447,2024-05-07,225.52893430112525,0.0,2024-05-29,222.59008526779903,0.0,-8.993096016204618,-0.013030917928261474,Long,Closed,364,trailing_sma
279,MO,14.549094029211115,2024-05-08,37.947944527186564,0.0,2024-10-02,45.79913230461017,0.0,114.22766921472908,0.20689362428573382,Long,Closed,279,trailing_sma
372,DUK,3.7146407994628396,2024-05-09,95.12339832738184,0.0,2024-06-21,94.14039836105206,0.0,-3.6514917807991765,-0.010333944997913428,Long,Closed,372,trailing_sma
218,AMZN,2.337282010703901,2024-05-09,188.9744448852539,0.0,2024-05-23,183.56817366027832,0.0,-12.635980479121542,-0.028608477872541345,Long,Closed,218,trailing_sma
166,JPM,1.480969788067765,2024-05-14,190.87452519687972,0.0,2024-06-11,189.63929263351696,0.0,-1.8293421075777019,-0.0064714375168118095,Long,Closed,166,trailing_sma
94,AMAT,0.8657806173703344,2024-05-15,208.96150324044922,0.0,2024-07-17,227.57632967064464,0.0,16.11635591897621,0.08908256373316567,Long,Closed,94,trailing_sma
35,AVGO,1.671359495087771,2024-05-15,135.30513618843605,0.0,2024-05-31,133.34414791636323,0.0,-3.2775163682846653,-0.014493080804721255,Long,Closed,35,trailing_sma
85,HPQ,4.0097891730592545,2024-05-20,28.875703769791315,0.0,2024-07-30,33.46772087584109,0.0,18.413020474341266,0.15902701948527984,Long,Closed,85,trailing_sma
54,TXN,0.7809759383995499,2024-05-20,185.3217856139303,0.0,2024-07-25,188.23135421455203,0.0,2.27230306820843,0.015700089393068283,Long,Closed,54,trailing_sma
12,NVDA,12.547722800712636,2024-05-23,102.02144356982522,0.0,2024-07-24,119.0530094149669,0.0,213.7073670869229,0.16694103954219183,Long,Closed,12,trailing_sma
268,WMT,17.318823678151652,2024-05-24,64.08746769107441,0.0,2024-08-05,66.94296077414431,0.0,49.45378121986914,0.04455618525660024,Long,Closed,268,trailing_sma
392,NFLX,29.859892370511428,2024-05-29,64.44520851516724,0.0,2024-07-17,64.9675,0.0,15.595567523140971,0.00810442695223561,Long,Closed,392,trailing_sma
318,LMT,3.5578837018080693,2024-06-03,445.2182607285177,0.0,2024-06-12,441.2417461732933,0.0,-14.147976326035405,-0.008931607047558094,Long,Closed,318,trailing_sma
36,AVGO,9.167733123631617,2024-06-10,138.22695510279817,0.0,2024-07-24,157.56028337635712,0.0,177.24279400355,0.13986655684617313,Long,Closed,36,trailing_sma
251,GM,22.56673472965966,2024-06-10,44.92374639239709,0.0,2024-07-23,48.464042926917614,0.0,79.89293275885802,0.07880679637884527,Long,Closed,251,trailing_sma
106,LRCX,20.600870885047804,2024-06-12,99.35321538655886,0.0,2024-07-17,100.20541249261642,0.0,17.55600255050308,0.008577448678856202,Long,Closed,106,trailing_sma
2,AAPL,9.152914690490473,2024-06-13,213.1984880439398,0.0,2024-08-05,197.4632789670495,0.0,-144.02302631780844,-0.07380544403132598,Long,Closed,2,hard_stop
70,ORCL,13.797144233903278,2024-06-18,138.34215013451725,0.0,2024-08-02,130.30119679882708,0.0,-110.94219295060316,-0.05812366894595427,Long,Closed,70,trailing_sma
219,AMZN,11.867951602267613,2024-06-27,195.10749950408933,0.0,2024-07-18,189.4952013397217,0.0,-66.60648299221066,-0.028765158585049785,Long,Closed,219,trailing_sma
152,AMGN,8.069086595223075,2024-07-10,300.59083877759855,0.0,2024-08-07,304.0124841007659,0.0,27.60955241077727,0.011383065888108937,Long,Closed,152,trailing_sma
193,MS,19.55632661467961,2024-07-11,99.22082221746194,0.0,2024-08-02,94.97660980052059,0.0,-83.00120424778379,-0.04277542074423979,Long,Closed,193,trailing_sma
383,AMT,7.80659650422828,2024-07-12,198.84668615428203,0.0,2024-10-04,214.62073212153496,0.0,123.14161210549287,0.07932767838541743,Long,Closed,383,trailing_sma
167,JPM,6.2145048166042,2024-07-15,199.83131603494417,0.0,2024-08-02,196.44232317091917,0.0,-21.06091247692075,-0.016959268103065448,Long,Closed,167,trailing_sma
373,DUK,16.818178550846085,2024-07-17,100.60522413255639,0.0,2024-10-07,107.80863672655018,0.0,121.1482791812009,0.07160078073582589,Long,Closed,373,trailing_sma
319,LMT,7.0295900821880934,2024-07-24,482.479036231123,0.0,2024-10-22,582.4849566911533,0.0,703.0006266259202,0.20727516213186145,Long,Closed,319,trailing_sma
380,SO,34.99943020761941,2024-07-24,77.52423003082173,0.0,2024-10-30,85.97074783160451,0.0,295.6233102659121,0.10895326270799023,Long,Closed,380,trailing_sma
322,RTX,13.18807996061769,2024-07-25,106.76520935676992,0.0,2024-10-30,119.0095872592871,0.0,161.4798348464169,0.11468509242182995,Long,Closed,322,trailing_sma
130,PFE,82.38746201866917,2024-07-25,26.70362553334624,0.0,2024-08-12,25.7986919700763,0.0,-74.55517957332086,-0.03388804123769253,Long,Closed,130,trailing_sma
213,PNC,10.401722672862755,2024-07-25,169.2061212229057,0.0,2024-12-17,190.5315411366757,0.0,221.82110382538053,0.12603220119724112,Long,Closed,213,trailing_sma
137,DHR,3.410735111460051,2024-07-30,270.5017323673984,0.0,2024-09-25,273.139186394182,0.0,8.99565705401244,0.009750229707221827,Long,Closed,137,trailing_sma
124,ABBV,6.602713862346979,2024-07-30,174.66487559713582,0.0,2024-10-08,184.70746851111787,0.0,66.30836744705698,0.05749635053784537,Long,Closed,124,trailing_sma
358,APD,6.7669749201849445,2024-08-01,276.14599700735295,0.0,2024-12-09,310.0498682778552,0.0,229.42664658466765,0.12277516834545857,Long,Closed,358,trailing_sma
260,KO,37.88566543206366,2024-08-02,65.19965678316099,0.0,2024-10-07,67.03562881054054,0.0,69.55702197192932,0.02815922840645574,Long,Closed,260,trailing_sma
269,WMT,60.013179331388585,2024-08-15,72.93358338157593,0.0,2025-02-21,95.37124281749688,0.0,1346.555279504547,0.3076450983976885,Long,Closed,269,trailing_sma
77,IBM,18.774167083499567,2024-08-19,186.5105897605942,0.0,2024-10-25,208.3939454361923,0.0,410.841775801327,0.1173303655502224,Long,Closed,77,trailing_sma
111,JNJ,17.94714071045871,2024-08-26,156.0841821657704,0.0,2024-09-25,155.9919868663256,0.0,-1.654642011978467,-0.0005906767627924668,Long,Closed,111,trailing_sma
168,JPM,8.47812464582607,2024-08-28,211.46297490288026,0.0,2024-09-10,210.62533067013018,0.0,-7.101652214112619,-0.003961186269770397,Long,Closed,168,trailing_sma
158,GILD,30.426973861746156,2024-08-28,73.65214280550714,0.0,2025-01-07,87.87487885180555,0.0,432.7548179232367,0.19310688738352563,Long,Closed,158,trailing_sma
188,GS,2.937771015557823,2024-08-29,488.2094485130293,0.0,2024-09-06,471.7970384405837,0.0,-48.21590260628,-0.03361755927181241,Long,Closed,188,trailing_sma
63,NOW,8.541748895035235,2024-09-09,166.78134704589843,0.0,2025-01-08,212.26981907653808,0.0,388.5511057045576,0.27274316244802355,Long,Closed,63,trailing_sma
368,NEE,14.86184133659023,2024-09-09,76.68521575906635,0.0,2024-10-07,79.89821988526327,0.0,47.75115753734826,0.04189861232563652,Long,Closed,368,trailing_sma
402,VZ,26.139941498783845,2024-09-11,38.83370187452701,0.0,2024-10-22,37.942565978786774,0.0,-23.294240182116027,-0.02294748769044792,Long,Closed,402,trailing_sma
71,ORCL,8.238536583702947,2024-09-11,154.0186604847681,0.0,2024-12-10,170.61735703720709,0.0,136.74896878905247,0.10777068505981796,Long,Closed,71,trailing_sma
310,GE,4.840574316143301,2024-09-13,167.76698447470702,0.0,2024-10-22,182.79835392745815,0.0,72.76046090944806,0.08959670759902874,Long,Closed,310,trailing_sma
153,AMGN,1.6210751860920223,2024-09-16,320.61231976895306,0.0,2024-09-25,313.7685233863901,0.0,-11.09430849443919,-0.02134601810527715,Long,Closed,153,trailing_sma
203,AXP,1.6203971487336595,2024-09-16,256.59718117328197,0.0,2025-01-10,296.18161974271067,0.0,64.14251139212496,0.15426684887351524,Long,Closed,203,trailing_sma
134,ABT,5.710563462004673,2024-09-16,113.76650469584281,0.0,2024-10-28,112.01202017034936,0.0,-10.01909522593553,-0.015421802139250975,Long,Closed,134,trailing_sma
241,LOW,1.0490021536149907,2024-09-19,253.6745774644868,0.0,2024-11-06,259.6272354164606,0.0,6.244351011353956,0.023465725306301855,Long,Closed,241,trailing_sma
231,HD,0.8823011801982817,2024-09-19,377.00445161171746,0.0,2024-11-06,379.7112755781096,0.0,2.3882339801368175,0.007179819640909657,Long,Closed,231,trailing_sma
287,CAT,1.6013968800861549,2024-09-24,372.32221318038665,0.0,2024-11-19,371.3511922981779,0.0,-1.5549898112675464,-0.0026080122212269598,Long,Closed,287,trailing_sma
235,MCD,4.564828186094195,2024-09-25,290.25409811738854,0.0,2024-10-25,290.6108680675523,0.0,1.6285935244588927,0.001229164213279969,Long,Closed,235,trailing_sma
145,BMY,22.31743196491828,2024-09-30,47.49507345821387,0.0,2024-12-30,53.58603559726512,0.0,135.9346331391696,0.12824408292388648,Long,Closed,145,trailing_sma
333,XOM,8.465410759754008,2024-10-03,115.91187489615821,0.0,2024-10-29,112.64227226753945,0.0,-27.678529272429273,-0.028207658892135924,Long,Closed,333,trailing_sma
